# name: hermes3D.sivers.pi-
# comment: HERMES SSA-Sivers pi- (3d-data). The data MUST be evaluated at a point
# reference: 2007.07755
# processType: SIDIS
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.073
id,ps_def,h_1,h_2,proc_id,ps_def_weight,h_1_weight,h_2_weight,proc_id_weight,s,Q_min,Q_max,Q_avg,x_min,x_max,x_avg,z_min,z_max,z_avg,pT_min,pT_max,pT_avg,M_target,M_product,includeCuts,cutParams_0,cutParams_1,cutParams_2,cutParams_3,thFactor,xSec,uncorrErr_0,uncorrErr_1
hermes3D.sivers.pi-.10,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2198360545581526,0.023,0.072,0.048,0.37,0.49,0.423,0.36,0.54,0.448,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.022518,0.041608,0.001625
hermes3D.sivers.pi-.11,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2357184145265456,0.023,0.072,0.046,0.37,0.49,0.424,0.54,2.0,0.749,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.023629,0.02073,0.005285
hermes3D.sivers.pi-.12,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.1708970919769166,0.023,0.072,0.056,0.49,0.7,0.579,0.0,0.23,0.151,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.020834,0.040862,0.002931
hermes3D.sivers.pi-.13,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.1870130580579137,0.023,0.072,0.053,0.49,0.7,0.58,0.23,0.36,0.298,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.009453,0.05748,0.002602
hermes3D.sivers.pi-.14,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.1995832609702421,0.023,0.072,0.05,0.49,0.7,0.578,0.36,0.54,0.446,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.057427,0.059333,0.0057
hermes3D.sivers.pi-.15,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,1.881910688635356,1.2280065146407002,0.023,0.072,0.047,0.49,0.7,0.573,0.54,2.0,0.785,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.038343,0.02996,0.000905
hermes3D.sivers.pi-.16,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.4505171491574997,0.072,0.098,0.084,0.2,0.28,0.239,0.0,0.23,0.14,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.031658,0.025779,0.000285
hermes3D.sivers.pi-.17,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.539155612665594,0.072,0.098,0.084,0.2,0.28,0.237,0.23,0.36,0.294,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.038127,0.030396,0.005237
hermes3D.sivers.pi-.18,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.5671630419327787,0.072,0.098,0.084,0.2,0.28,0.238,0.36,0.54,0.44,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.018719,0.02561,0.001163
hermes3D.sivers.pi-.19,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.6501515081955354,0.072,0.098,0.083,0.2,0.28,0.244,0.54,2.0,0.644,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.016133,0.038666,0.007194
hermes3D.sivers.pi-.20,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.3725887949418791,0.072,0.098,0.084,0.28,0.37,0.321,0.0,0.23,0.142,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.032927,0.028387,0.003003
hermes3D.sivers.pi-.21,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.4580809305384939,0.072,0.098,0.084,0.28,0.37,0.322,0.23,0.36,0.292,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.033354,0.041554,0.005562
hermes3D.sivers.pi-.22,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.503662196106559,0.072,0.098,0.084,0.28,0.37,0.32,0.36,0.54,0.445,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.039104,0.032194,0.003046
hermes3D.sivers.pi-.23,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.5760710643876437,0.072,0.098,0.084,0.28,0.37,0.324,0.54,2.0,0.678,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.031201,0.033009,0.009194
hermes3D.sivers.pi-.24,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.348332303254654,0.072,0.098,0.084,0.37,0.49,0.423,0.0,0.23,0.146,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,2.1e-05,0.033513,0.002238
hermes3D.sivers.pi-.25,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.3971399357258385,0.072,0.098,0.084,0.37,0.49,0.424,0.23,0.36,0.292,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.060613,0.043775,0.002102
hermes3D.sivers.pi-.26,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.4744490496453242,0.072,0.098,0.084,0.37,0.49,0.424,0.36,0.54,0.442,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.050394,0.044647,0.000891
hermes3D.sivers.pi-.27,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.539155612665594,0.072,0.098,0.084,0.37,0.49,0.425,0.54,2.0,0.724,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.066981,0.03411,0.012165
hermes3D.sivers.pi-.28,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.3326664999166145,0.072,0.098,0.084,0.49,0.7,0.579,0.0,0.23,0.148,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.024847,0.039859,0.004307
hermes3D.sivers.pi-.29,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.3597793938724032,0.072,0.098,0.084,0.49,0.7,0.581,0.23,0.36,0.295,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.024182,0.040776,0.011305
hermes3D.sivers.pi-.30,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.4131525041551602,0.072,0.098,0.084,0.49,0.7,0.582,0.36,0.54,0.442,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.046474,0.047657,0.001603
hermes3D.sivers.pi-.31,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.195562470074582,1.504659429904322,0.072,0.098,0.084,0.49,0.7,0.58,0.54,2.0,0.751,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.023256,0.04112,0.007338
hermes3D.sivers.pi-.32,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.6902662512160622,0.098,0.138,0.116,0.2,0.28,0.239,0.0,0.23,0.138,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.004988,0.022742,0.001085
hermes3D.sivers.pi-.33,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.7812916661793488,0.098,0.138,0.116,0.2,0.28,0.238,0.23,0.36,0.292,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.025755,0.029743,0.004565
hermes3D.sivers.pi-.34,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.8013883534651822,0.098,0.138,0.115,0.2,0.28,0.239,0.36,0.54,0.442,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.004485,0.02874,0.006537
hermes3D.sivers.pi-.35,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.8812230064508568,0.098,0.138,0.116,0.2,0.28,0.244,0.54,2.0,0.645,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.023757,0.049714,0.007295
hermes3D.sivers.pi-.36,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.5858751527153707,0.098,0.138,0.116,0.28,0.37,0.321,0.0,0.23,0.144,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.039317,0.025398,0.005384
hermes3D.sivers.pi-.37,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.6646320914844817,0.098,0.138,0.116,0.28,0.37,0.323,0.23,0.36,0.291,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.007919,0.033621,0.004072
hermes3D.sivers.pi-.38,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.7271363582531636,0.098,0.138,0.116,0.28,0.37,0.322,0.36,0.54,0.444,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.038388,0.031575,0.00388
hermes3D.sivers.pi-.39,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.7818529681205462,0.098,0.138,0.116,0.28,0.37,0.324,0.54,2.0,0.675,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.004205,0.036744,0.000274
hermes3D.sivers.pi-.40,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.5462858726639133,0.098,0.138,0.116,0.37,0.49,0.422,0.0,0.23,0.148,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.003215,0.030405,0.002408
hermes3D.sivers.pi-.41,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.5738487856207788,0.098,0.138,0.116,0.37,0.49,0.425,0.23,0.36,0.293,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.062701,0.032766,0.003904
hermes3D.sivers.pi-.42,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.6727223320085136,0.098,0.138,0.116,0.37,0.49,0.426,0.36,0.54,0.441,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.027651,0.037753,0.000653
hermes3D.sivers.pi-.43,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.7314733610425546,0.098,0.138,0.115,0.37,0.49,0.424,0.54,2.0,0.716,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.007675,0.035361,0.007889
hermes3D.sivers.pi-.44,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.5388307249337076,0.098,0.138,0.116,0.49,0.7,0.579,0.0,0.23,0.15,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.020405,0.036262,0.002853
hermes3D.sivers.pi-.45,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.5449919093639293,0.098,0.138,0.116,0.49,0.7,0.577,0.23,0.36,0.295,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.070915,0.035007,0.006411
hermes3D.sivers.pi-.46,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.5965587994182988,0.098,0.138,0.116,0.49,0.7,0.583,0.36,0.54,0.441,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.032035,0.036485,0.002822
hermes3D.sivers.pi-.47,1,1,-1,12001,1,1,-1,2001,52.657444,1.0,2.6053873723498393,1.7076299364909249,0.098,0.138,0.115,0.49,0.7,0.581,0.54,2.0,0.747,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.022043,0.036989,0.008627
hermes3D.sivers.pi-.48,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2163032283512107,0.138,0.6,0.204,0.2,0.28,0.239,0.0,0.23,0.141,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.004021,0.019156,0.001896
hermes3D.sivers.pi-.49,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.285169577952586,0.138,0.6,0.212,0.2,0.28,0.24,0.23,0.36,0.29,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.015529,0.025379,0.00138
hermes3D.sivers.pi-.50,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.2768399153212333,0.138,0.6,0.205,0.2,0.28,0.239,0.36,0.54,0.443,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.019564,0.033495,0.001887
hermes3D.sivers.pi-.51,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.3246505113672464,0.138,0.6,0.211,0.2,0.28,0.243,0.54,2.0,0.645,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.045896,0.081046,0.011077
hermes3D.sivers.pi-.52,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1007141642784246,0.138,0.6,0.199,0.28,0.37,0.321,0.0,0.23,0.148,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.017002,0.02234,0.000262
hermes3D.sivers.pi-.53,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.13283848427395,0.138,0.6,0.208,0.28,0.37,0.322,0.23,0.36,0.291,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.005021,0.025848,0.003316
hermes3D.sivers.pi-.54,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1918029108475974,0.138,0.6,0.211,0.28,0.37,0.323,0.36,0.54,0.44,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.02193,0.030418,0.001121
hermes3D.sivers.pi-.55,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1883783950679097,0.138,0.6,0.204,0.28,0.37,0.324,0.54,2.0,0.679,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.033565,0.047377,0.001219
hermes3D.sivers.pi-.56,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.0651876428063383,0.138,0.6,0.197,0.37,0.49,0.422,0.0,0.23,0.149,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.038966,0.027201,0.000119
hermes3D.sivers.pi-.57,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.0765355763867857,0.138,0.6,0.203,0.37,0.49,0.424,0.23,0.36,0.294,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.03565,0.028411,8.2e-05
hermes3D.sivers.pi-.58,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.1419617176784462,0.138,0.6,0.212,0.37,0.49,0.425,0.36,0.54,0.438,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.044686,0.030101,0.003248
hermes3D.sivers.pi-.59,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.186321110907545,0.138,0.6,0.208,0.37,0.49,0.426,0.54,2.0,0.712,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.062191,0.037226,0.007797
hermes3D.sivers.pi-.60,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.0610676844781204,0.138,0.6,0.197,0.49,0.7,0.574,0.0,0.23,0.152,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.003931,0.033473,0.000334
hermes3D.sivers.pi-.61,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.0334699407662753,0.138,0.6,0.198,0.49,0.7,0.574,0.23,0.36,0.295,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.029923,0.033269,0.002094
hermes3D.sivers.pi-.62,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.06082507748717,0.138,0.6,0.203,0.49,0.7,0.579,0.36,0.54,0.443,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,0.000816,0.031999,0.004054
hermes3D.sivers.pi-.63,1,1,-1,12001,1,1,-1,2001,52.657444,1.2083341335037487,5.4326082133722835,2.160092590608097,0.138,0.6,0.21,0.49,0.7,0.581,0.54,2.0,0.726,0.938,0.139,True,0.1,0.95,10.0,10000.0,1.0,-0.027777,0.033481,0.002269
