# name: E605
# comment: 
# reference: 
# processType: DY
# isNormalized: False
# normalizationMethod: integral
# normErr: 0.15
id,ps_def,h_1,h_2,proc_id,s,Q_min,Q_max,y_min,y_max,qT_min,qT_max,thFactor,includeCuts,xSec,uncorrErr_0,uncorrErr_1,Q_avg,y_avg,qT_avg,cutParams_0,cutParams_1,cutParams_2,cutParams_3
E605.8Q9.0,2,1,63029,1,1502.3375999999998,8.0,9.0,-0.1,0.2,0.0,0.2,0.7160088986930819,False,0.333,0.05811527,0.01665,8.528225136775202,0.05,0.1,0.0,0.0,-100.0,100.0
E605.8Q9.1,2,1,63029,1,1502.3375999999998,8.0,9.0,-0.1,0.2,0.1999999999999999,0.4,0.2387951892862868,False,0.439,0.07226365,0.02195,8.53046088879104,0.05,0.29999999999999993,0.0,0.0,-100.0,100.0
E605.8Q9.2,2,1,63029,1,1502.3375999999998,8.0,9.0,-0.1,0.2,0.4,0.6,0.1434276625332819,False,0.368,0.05982316,0.0184,8.528720643272656,0.05,0.5,0.0,0.0,-100.0,100.0
E605.8Q9.3,2,1,63029,1,1502.3375999999998,8.0,9.0,-0.1,0.2,0.6,0.7999999999999999,0.1026094215330858,False,0.37,0.06006213,0.0185,8.527920617852205,0.05,0.7,0.0,0.0,-100.0,100.0
E605.8Q9.4,2,1,63029,1,1502.3375999999998,8.0,9.0,-0.1,0.2,0.8,1.0,0.0799740800058614,False,0.259,0.04212647,0.01295,8.525962204729963,0.05,0.9,0.0,0.0,-100.0,100.0
E605.8Q9.5,2,1,63029,1,1502.3375999999998,8.0,9.0,-0.1,0.2,1.0,1.2000000000000002,0.0656034811512975,False,0.224,0.0366258,0.0112,8.524517207715517,0.05,1.1,0.0,0.0,-100.0,100.0
E605.8Q9.6,2,1,63029,1,1502.3375999999998,8.0,9.0,-0.1,0.2,1.2,1.4,0.0556829071120597,False,0.18,0.02983459,0.009,8.51804142683213,0.05,1.2999999999999998,0.0,0.0,-100.0,100.0
E605.8Q9.7,2,1,63029,1,1502.3375999999998,8.0,9.0,-0.1,0.2,1.4,1.6,0.0484321211233283,False,0.131,0.02221138,0.00655,8.51497537795161,0.05,1.5,0.0,0.0,-100.0,100.0
E605.8Q9.8,2,1,63029,1,1502.3375999999998,8.0,9.0,-0.1,0.2,1.6,1.8,0.0429086154085191,False,0.0875,0.01540697,0.0043749999999999,8.506501068634831,0.05,1.7000000000000002,0.0,0.0,-100.0,100.0
E605.8Q9.9,2,1,63029,1,1502.3375999999998,8.0,9.0,-0.1,0.2,1.7999999999999998,2.0,0.0385667026702512,False,0.0713,0.01328583,0.003565,8.498147574467321,0.05,1.9,0.0,0.0,-100.0,100.0
E605.8Q9.10,2,1,63029,1,1502.3375999999998,8.0,9.0,-0.1,0.2,2.0,2.2,0.0350685554246349,False,0.0482,0.009907063,0.00241,8.491593432121643,0.05,2.1,0.0,0.0,-100.0,100.0
E605.11Q13.0,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,0.0,0.2,2.0776761183865906,False,0.0508,0.01028263,0.00254,12.400166167896856,0.05,0.1,0.0,0.0,-100.0,100.0
E605.11Q13.1,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,0.1999999999999999,0.4,0.6927318070291705,False,0.0679,0.01175603,0.003395,12.403960139161777,0.05,0.29999999999999993,0.0,0.0,-100.0,100.0
E605.11Q13.2,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,0.4,0.6,0.415846727478255,False,0.0646,0.01092272,0.00323,12.402294290117977,0.05,0.5,0.0,0.0,-100.0,100.0
E605.11Q13.3,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,0.6,0.7999999999999999,0.2972557129368013,False,0.0492,0.008211754,0.00246,12.400716333882608,0.05,0.7,0.0,0.0,-100.0,100.0
E605.11Q13.4,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,0.8,1.0,0.2314292576781238,False,0.0417,0.006947543,0.002085,12.399659064099584,0.05,0.9,0.0,0.0,-100.0,100.0
E605.11Q13.5,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,1.0,1.2000000000000002,0.1895865528289413,False,0.0323,0.005401838,0.001615,12.399744273071933,0.05,1.1,0.0,0.0,-100.0,100.0
E605.11Q13.6,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,1.2,1.4,0.1606580276896674,False,0.0247,0.004169394,0.001235,12.394208032773323,0.05,1.2999999999999998,0.0,0.0,-100.0,100.0
E605.11Q13.7,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,1.4,1.6,0.1394778580872649,False,0.0194,0.003290152,0.00097,12.393553928929327,0.05,1.5,0.0,0.0,-100.0,100.0
E605.11Q13.8,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,1.6,1.8,0.1233111747891659,False,0.0137,0.002375884,0.000685,12.387222380315748,0.05,1.7000000000000002,0.0,0.0,-100.0,100.0
E605.11Q13.9,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,1.7999999999999998,2.0,0.1105746140348694,False,0.00866,0.001552176,0.000433,12.381762048100178,0.05,1.9,0.0,0.0,-100.0,100.0
E605.11Q13.10,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,2.0,2.2,0.1002879821030377,False,0.00679,0.001247838,0.0003395,12.378788025671529,0.05,2.1,0.0,0.0,-100.0,100.0
E605.11Q13.11,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,2.2,2.4,0.0918120079756997,False,0.0044,0.0008868484,0.00022,12.373759537490669,0.05,2.3,0.0,0.0,-100.0,100.0
E605.11Q13.12,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,2.4,2.6,0.0847119747614833,False,0.00334,0.0007156668,0.000167,12.368565390109879,0.05,2.5,0.0,0.0,-100.0,100.0
E605.11Q13.13,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,2.6,2.8000000000000003,0.0786819594066124,False,0.00262,0.0005899237,0.000131,12.361992737843579,0.05,2.7,0.0,0.0,-100.0,100.0
E605.11Q13.14,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,2.8,3.0,0.073500421516763,False,0.00165,0.0004206691,8.25e-05,12.354847589385095,0.05,2.9,0.0,0.0,-100.0,100.0
E605.11Q13.15,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,3.0,3.2,0.0690029836234475,False,0.0012,0.0003415494,6e-05,12.337229442498755,0.05,3.1,0.0,0.0,-100.0,100.0
E605.11Q13.16,2,1,63029,1,1502.3375999999998,11.5,13.5,-0.1,0.2,3.2,3.4,0.0650651095516277,False,0.00111,0.0003458417,5.550000000000001e-05,12.337271415660748,0.05,3.3,0.0,0.0,-100.0,100.0
E605.13Q18.0,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,0.0,0.2,5.864502523616116,False,0.024,0.00664918,0.0012,15.75,0.05,0.17892732920708906,0.0,0.0,-100.0,100.0
E605.13Q18.1,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,0.1999999999999999,0.4,1.9551446525280889,False,0.0206,0.004361078,0.00103,15.75,0.13550000000000006,0.3719525629158224,0.0,0.0,-100.0,100.0
E605.13Q18.2,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,0.4,0.6,1.1734592763849676,False,0.0188,0.003656898,0.00094,15.75,0.18942140613906067,0.531,0.0,0.0,-100.0,100.0
E605.13Q18.3,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,0.6,0.7999999999999999,0.8385841300716929,False,0.0171,0.003204473,0.000855,15.75,0.2239524969839243,0.707,0.0,0.0,-100.0,100.0
E605.13Q18.4,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,0.8,1.0,0.6526455796382403,False,0.00973,0.001926765,0.0004865,15.75,0.2335367973449682,0.9,0.0,0.0,-100.0,100.0
E605.13Q18.5,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,1.0,1.2000000000000002,0.5344053215262323,False,0.0107,0.002012548,0.000535,15.75,0.2331674166571006,1.1,0.0,0.0,-100.0,100.0
E605.13Q18.6,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,1.2,1.4,0.4526178210494954,False,0.00791,0.001528674,0.0003955,15.75,0.23265305536569217,1.2999999999999998,0.0,0.0,-100.0,100.0
E605.13Q18.7,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,1.4,1.6,0.3927018001566923,False,0.00605,0.001183584,0.0003025,15.75,0.23265476169378382,1.5,0.0,0.0,-100.0,100.0
E605.13Q18.8,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,1.6,1.8,0.346937733889138,False,0.0035,0.000751885,0.000175,15.75,0.23241479837738377,1.7000000000000002,0.0,0.0,-100.0,100.0
E605.13Q18.9,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,1.7999999999999998,2.0,0.3108564017566545,False,0.00194,0.0004721981,9.7e-05,15.75,0.23259394723733007,1.9,0.0,0.0,-100.0,100.0
E605.13Q18.10,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,2.0,2.2,0.2816911240843077,False,0.002,0.00048369,0.0001,15.75,0.23270864658663915,2.1,0.0,0.0,-100.0,100.0
E605.13Q18.11,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,2.2,2.4,0.2576375272589588,False,0.00136,0.0003642472,6.800000000000001e-05,15.75,0.2331009717071473,2.3,0.0,0.0,-100.0,100.0
E605.13Q18.12,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,2.4,2.6,0.2374686216898916,False,0.00136,0.0003594218,6.800000000000001e-05,15.7275,0.22021827378521808,2.499,0.0,0.0,-100.0,100.0
E605.13Q18.13,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,2.6,2.8000000000000003,0.2203209562595655,False,0.0006,0.0002132627,3e-05,15.7275,0.19858206592894873,2.6990000000000003,0.0,0.0,-100.0,100.0
E605.13Q18.14,2,1,63029,1,1502.3375999999998,13.5,18.0,-0.1,0.2,2.8,3.0,0.2055692606122727,False,0.000435,0.0001796848,2.175e-05,15.7275,0.15043329696677576,2.899,0.0,0.0,-100.0,100.0
